method,seed,front_index,is_selected,raw_f1_iv,raw_f2_deg,raw_f3_cta,constraint_aware_f1_iv,constraint_aware_f2_deg,constraint_aware_f3_cta,norm_f1_iv,norm_f2_deg,norm_f3_cta,normalized_average
Knowledge-constrained NSGA-II,42,102,False,0.08702971041202545,0.0082461042329669,0.3190707266330719,0.08702971041202545,0.0082461042329669,0.3190707266330719,0.0970904604913184,0.0787367845223718,0.16319168145571974,0.11300630882313666
Knowledge-constrained NSGA-II,42,103,False,0.14200443029403687,0.005943533964455128,0.3704587519168854,0.14200443029403687,0.005943533964455128,0.3704587519168854,0.1584203309856158,0.056751011124719565,0.1894745634400595,0.1348819685167983
Knowledge-constrained NSGA-II,42,104,False,0.14635339379310608,0.006442646495997906,0.34026870131492615,0.14635339379310608,0.006442646495997906,0.34026870131492615,0.16327204043961188,0.06151671802560842,0.17403358214742992,0.13294078020421674
Knowledge-constrained NSGA-II,42,105,False,0.13699263334274292,0.005976108834147453,0.3858892023563385,0.13699263334274292,0.005976108834147453,0.3858892023563385,0.1528291636522257,0.05706204775769772,0.19736661038339853,0.13575260726444063
Knowledge-constrained NSGA-II,42,106,False,0.06059581786394119,0.008872395381331444,0.3251979947090149,0.06059581786394119,0.008872395381331444,0.3251979947090149,0.067600774866478,0.08471683883697821,0.1663255295231828,0.10621438107554633
Knowledge-constrained NSGA-II,42,107,False,0.061491530388593674,0.00966156180948019,0.32475605607032776,0.061491530388593674,0.00966156180948019,0.32475605607032776,0.06860003294828283,0.09225208520908007,0.166099495908916,0.10898387135542631
Knowledge-constrained NSGA-II,42,108,False,0.06893912702798843,0.007274102885276079,0.4316079914569855,0.06893912702798843,0.007274102885276079,0.4316079914569855,0.0769085816479062,0.06945576423613523,0.2207499089585574,0.12237141828086628
Knowledge-constrained NSGA-II,42,109,False,0.06792840361595154,0.008825870230793953,0.3280956745147705,0.06792840361595154,0.008825870230793953,0.3280956745147705,0.07578101726742702,0.08427259987888984,0.16780757472617427,0.10928706395749704
Knowledge-constrained NSGA-II,42,110,False,0.06251438707113266,0.00841508712619543,0.34216195344924927,0.06251438707113266,0.00841508712619543,0.34216195344924927,0.06974113322144437,0.08035029428118728,0.17500190350514294,0.1083644436692582
Knowledge-constrained NSGA-II,42,111,False,0.12852075695991516,0.006478159222751856,0.4226810932159424,0.12852075695991516,0.006478159222751856,0.4226810932159424,0.14337792711081795,0.061855806379967196,0.2161841640859003,0.14047263252556183
Knowledge-constrained NSGA-II,42,112,False,0.14530791342258453,0.0070829023607075214,0.295038640499115,0.14530791342258453,0.0070829023607075214,0.295038640499115,0.16210570115009787,0.06763011250069718,0.15090024818487885,0.12687868727855797
Knowledge-constrained NSGA-II,42,113,False,0.07806382328271866,0.008236553519964218,0.3229105770587921,0.07806382328271866,0.008236553519964218,0.3229105770587921,0.0870881049052047,0.07864559086164644,0.16515560855778938,0.11029643477488017
Knowledge-constrained NSGA-II,42,114,False,0.14391174912452698,0.006526957266032696,0.3384535312652588,0.14391174912452698,0.006526957266032696,0.3384535312652588,0.1605481384053962,0.06232174773971332,0.17310519659586557,0.1319916942469917
Knowledge-constrained NSGA-II,42,115,False,0.07332495599985123,0.007391099818050861,0.41982999444007874,0.07332495599985123,0.007391099818050861,0.41982999444007874,0.08180141827229977,0.07057289324947441,0.21472594318253113,0.12236675156810177
